name,price,description,image
Chemist at Play Daily Exfoliating Body Wash With 4% Salicylic Acid + AHA (Lactic Acid)+Vitamin E For All Skin Types(236ml),₹249,"                                      Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  Chemist at Play products here.You can browse through the complete world of   Chemist at Play Shower Gels & Body Wash .Expiry Date: 15 February 2025Country of Origin:   IndiaManufacturer:   Onesto Labs Private LimitedAddress:   Plot Number 592, First Floor, Udyog Vihar Phase V, Gurugram, Haryana 122016","https://images-static.nykaa.com/media/catalog/product/2/c/2c7fa49CHEMI00000068_2405231.jpg?tr=w-344,h-344,cm-pad_resize"
Lux Essence Of Himalayas Lavender & Vitamin C Illuminating Body Wash(400ml),₹193,"           Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  Lux products here.You can browse through the complete world of   Lux Shower Gels & Body Wash .Expiry Date: 15 December 2025Country of Origin:   IndiaManufacturer:   LotusAddress:   L.B.C.P., Unit Ii, Haridwar 249 403,Uttarakhand.","https://images-static.nykaa.com/media/catalog/product/9/7/9714eb9LUXXX00000044_2309_1.jpg?tr=w-344,h-344,cm-pad_resize"
The Body Shop British Rose Shower Gel(250ml),₹396,"Awaken your skin with the irresistibly dewy scent of roses. The cleansing Shower Gel is infused with the essence of hand-picked roses from Britain to make showering feel blooming beautiful.Features:Soap-free cleanserRose scented and lather richWith the essence of hand-picked British rosesVegan About the Brand:  An iconic British beauty brand creating ethical, innovative and naturally-inspired products, The Body Shop makes products with utmost love and care. This 100% vegetarian and cruelty-free brand has constantly sought out wonderful natural ingredients from all parts of the globe to bring to its customers products bursting with effectiveness, to enhance natural beauty. The Body Shop is known for its world famous, and award winning body butters and hand creams, and all-time favorites such as tea tree oil range, born lippy glosses, hemp hand protector, plus new favorites such as Spa fit range, vitamin C, and colour crush range. The brand is totally committed to helping protect the planet, defending human rights, activating self-esteem, supporting community trade and remaining strong on our stance against animal testing.Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  The Body Shop products here.You can browse through the complete world of   The Body Shop Shower Gels & Body Wash .Expiry Date: 15 November 2025Country of Origin:   United Kingdom of Great Britain and Northern Ireland (the)Importer:   Quest Retail Pvt. LtdAddress:   Quest Retail Pvt. Ltd. G-10, Ground Floor, City Pulse, Narain Singh Circle, Tonk Road, Jaipur, Rajasthan-302004Packer:   Quest Retail Pvt. LtdAddress:   Quest Retail Pvt. Ltd. G-10, Ground Floor, City Pulse, Narain Singh Circle, Tonk Road, Jaipur, Rajasthan-302004","https://images-static.nykaa.com/media/catalog/product/5/3/53f2d2bE000865_1.jpg?tr=w-344,h-344,cm-pad_resize"
MCaffeine Exfoliating Coffee Body Scrub For Tan Removal & Soft-Smooth Skin - 100% Natural(100g),₹375,,"https://images-static.nykaa.com/media/catalog/product/7/a/7a43b56NYKMCF0000002_1.jpg?tr=w-344,h-344,cm-pad_resize"
Plum BodyLovin' Hawaiian Rumba Shower Gel - Fresh Beachy SLS-Free Body Wash(240ml),₹284,"     Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  Plum products here.You can browse through the complete world of   Plum Shower Gels & Body Wash .Expiry Date: 15 July 2025Country of Origin:   IndiaManufacturer:   Ultra Beauty Care Pvt. Ltd Plot No. C-15, M.I.D.C Five Star Industrial Area Shendra, Aurangabad (M.S) 431201 Maharashtra E-Mail :umachhar@ultrabeautycare.com GSTIN : 27AAACU8099G1ZV State Name : Maharashtra, Code : 27Address:   Ultra Beauty Care Pvt. Ltd  Plot No. C-15, M.I.D.C  Five Star Industrial Area  Shendra, Aurangabad (M.S) 431201  Maharashtra  E-Mail :umachhar@ultrabeautycare.com  GSTIN : 27AAACU8099G1ZV  State Name : Maharashtra, Code : 27","https://images-static.nykaa.com/media/catalog/product/7/a/7a5dadf8906118410644_1007231.jpg?tr=w-344,h-344,cm-pad_resize"
NIVEA Waterlily & care oil Body wash for long-lasting freshness(125ml),₹99,"     Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  NIVEA products here.You can browse through the complete world of   NIVEA Shower Gels & Body Wash .Expiry Date: 15 September 2025Country of Origin:   IndiaManufacturer:   NIVEA India Pvt LtdAddress:   NIVEA INDIA PVT LTD, SM-9/1, SANAND II,IND. ESTATE,VILL.BOL,SANAND,AHMEDABAD","https://images-static.nykaa.com/media/catalog/product/a/5/a591d478904256007979ab_0.jpg?tr=w-344,h-344,cm-pad_resize"
Dove Body Wash - Relaxing Care Shea Butter & Vanilla Nourishing(1000 ml),₹594,"Tired of cleansing and then moisturizing daily? With Shea Butter & Vanilla Dove Relaxing Care Nourishing Body Wash, nourish your skin while in the shower. 2-in-1 Dove Nourishing Body Wash works as shower gel and moisturizer too. It consists of a unique blend of naturally derived cleansers and plant-based moisturizers to give you a relaxing and pampering shower time. No more dry skin! No more extra moisturizing! Dove Body Wash has an innovative formula consisting of Nutrium Moisture, the same moisturizing ingredients as lotion or cream, to deeply nourish your skin and also strengthen the skin’s natural moisture barrier. Adding to it, the extracts of Shea Butter & Vanilla provide the needed nutrients to the skin. While Shea Butter helps boost skin moisture and soothe skin, the Vanilla extract helps reverse the skin damage. Enriched with the goodness of nature, this gentle & moisturizing body cleanser reaches deep into the skin to wash out impurities and hydrate skin from within. Dove believes a moment of self-care goes a long way, and thus is always innovating to create products that help you become a better version of yourself. With rich, creamy lather, Dove Body Wash helps you relax, while the soothing scent of shea butter and vanilla calms your senses, creating a truly pampering shower experience for you. With the true motive of CARE, Dove never tests its product on animals anywhere in the world and is certified PETA Cruelty-Free. Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  Dove products here.You can browse through the complete world of   Dove Shower Gels & Body Wash .Expiry Date: 15 November 2025Country of Origin:   United Kingdom of Great Britain and Northern Ireland (the)Manufacturer:   Unilever InternationalAddress:   Manufacturer: K1) Guj/Cos/Gc/32/353. Ab) Uk/Cosmetics/4/C/Ua/2007. S) Uk/Cosmetics/1/C/Ua/2010. Importer: â€Ž 1.Sawan Agencies, I-2, Kirti Nagar, Plot No.63 Pvt No.15, Rama Road Marg, Najafgarh Industrial Area, New Delhi-110015 2)United Distributors, 324, Mysore Road, Haltsons Compund, Opposite R.V. Bajaj Showroom, Bangalore-560039. 3)Mahaveer Marketing8Th Floor, B-9, Sai Niketan, Mazgaon, Dr, Mascarenhas Road, Anjiirwadi, Mumbai-400010 4)Sufal Commercial Pvt Ltd. 4/3 Ho Chi Minh Sarani Floor ,Kolkata-700071.","https://images-static.nykaa.com/media/catalog/product/c/4/c4a9c668901030846212_1.jpg?tr=w-344,h-344,cm-pad_resize"
Love Beauty & Planet Natural Murumuru Butter and Rose Sulfate Free Body Wash(400ml),₹350,"                    Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  Love Beauty & Planet products here.You can browse through the complete world of   Love Beauty & Planet Shower Gels & Body Wash .Expiry Date: 15 June 2025Country of Origin:   IndiaManufacturer:   Hindustan Unilever LtdAddress:   Hindustan Unilever Ltd, Unilever House, B D Sawant Marg, Chakala Andheri East - 400099","https://images-static.nykaa.com/media/catalog/product/a/0/a0b46228901030756320_1.jpg?tr=w-344,h-344,cm-pad_resize"
Lux Essence Of Himalayas Rose & Aloe Vera Brightening Body Wash(400ml),₹193,"           Explore the entire range of  Shower Gels & Body Wash available on Nykaa. Shop more  Lux products here.You can browse through the complete world of   Lux Shower Gels & Body Wash .Expiry Date: 15 December 2025Country of Origin:   IndiaManufacturer:   LotusAddress:   L.B.C.P., Unit Ii, Haridwar 249 403,Uttarakhand.","https://images-static.nykaa.com/media/catalog/product/9/7/9714eb9LUXXX00000047_2309_1.jpg?tr=w-344,h-344,cm-pad_resize"
MCaffeine Coffee & Berries Body Wash For Soft & Glowing Skin - Vibrant Berries Aroma - Sulphate Free(200ml),₹237,,"https://images-static.nykaa.com/media/catalog/product/7/a/7a43b56MCAFF00000314_1.jpg?tr=w-344,h-344,cm-pad_resize"
